Código Centro,Empresa,Especie,Toneladas Cosechadas,Mes Inicio Ciclo,Mes Fin Ciclo,Periodo Información,ciclo_dias,Empresa_LE,Especie_LE,Código Centro_LE,Periodo Información_1er Semestre 2023,Periodo Información_1er Semestre 2024,Periodo Información_2do Semestre 2023,Periodo Información_nan,Ton_scaled_standard,Ton_scaled_minmax,Ton_scaled_robust,Ton_log1p,Ton_sqrt,Ton_yeojohnson,Ton_norm_l2
103421,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,4454992.0,2022-04-01,2023-06-30,1er Semestre 2023,455.0,10,5,135,1.0,0.0,0.0,0.0,0.6953836280542224,0.35292880398241827,0.45903381162018386,15.309536047617573,2110.685196802214,7099.982112122683,1.0
103701,MULTI X S.A.,SALMON DEL ATLANTICO,3764171.0,2022-04-01,2023-05-31,1er Semestre 2023,425.0,17,5,144,1.0,0.0,0.0,0.0,0.3545579908030155,0.29820113202348464,0.18637281114102872,15.141038474711387,1940.1471593670415,6483.557823281514,1.0
103742,TRUSAL S.A.,SALMON DEL ATLANTICO,4863614.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,35,5,147,1.0,0.0,0.0,0.0,0.8969826725894386,0.3853003311525584,0.6203133374854852,15.397292546534853,2205.360288025519,7443.8898369938925,1.0
103750,TRUSAL S.A.,SALMON COHO,5687652.0,2022-05-01,2023-01-31,1er Semestre 2023,275.0,35,4,149,1.0,0.0,0.0,0.0,1.3035326710249378,0.45058161435862154,0.9455539215338018,15.553808242978416,2384.879871188484,8099.117165906009,1.0
103771,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,570782.0,2021-09-01,2023-01-31,1er Semestre 2023,517.0,10,5,150,1.0,0.0,0.0,0.0,-1.2209425236804676,0.04521700787371633,-1.0740298686546474,13.254764381380266,755.5011581725074,2345.060232481783,1.0
103845,SALMONES ANTARTICA S.A.,TRUCHA ARCOIRIS,3798473.0,2022-03-01,2023-02-28,1er Semestre 2023,364.0,25,6,152,1.0,0.0,0.0,0.0,0.37148133420020646,0.30091857779241077,0.19991151022289794,15.150109965094828,1948.96716237088,6515.338339421916,1.0
104378,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,11055.0,2023-04-01,2023-06-30,1er Semestre 2023,90.0,10,5,160,1.0,0.0,0.0,0.0,-1.4970912097535694,0.000874760544005676,-1.2949492150775213,9.310728546007452,105.14276009312292,278.35477815773095,1.0
110046,SALMONES ANTARTICA S.A.,TRUCHA ARCOIRIS,4914243.0,2022-07-01,2023-06-30,1er Semestre 2023,364.0,25,6,163,1.0,0.0,0.0,0.0,0.9219611564345901,0.38931122153314734,0.640296160522508,15.407648484880195,2216.8091934129106,7485.556882197952,1.0
110227,COOKE AQUACULTURE CHILE S.A.,SALMON DEL ATLANTICO,3132336.0,2022-01-01,2023-05-31,1er Semestre 2023,515.0,11,5,190,1.0,0.0,0.0,0.0,0.0428338733939959,0.2481464020541108,-0.06300693156764257,14.957289929282764,1769.840670794973,5872.164662644961,1.0
110230,COOKE AQUACULTURE CHILE S.A.,SALMON DEL ATLANTICO,2284246.0,2021-11-01,2023-04-30,1er Semestre 2023,545.0,11,5,192,1.0,0.0,0.0,0.0,-0.3755824959641679,0.18095969042888221,-0.3977406294378097,14.641546987518645,1511.3722241724572,4953.13558554743,1.0
110234,AQUACHILE SPA,SALMON COHO,4020318.0,2022-04-01,2023-02-28,1er Semestre 2023,333.0,6,4,193,1.0,0.0,0.0,0.0,0.48093148625984855,0.3184934059834033,0.28747178944327223,15.206871810680733,2005.073066000339,6717.760806917509,1.0
110271,"AQUACHILE S.A., EMPRESAS",SALMON DEL ATLANTICO,3987844.0,2022-04-01,2023-06-30,1er Semestre 2023,455.0,5,5,204,1.0,0.0,0.0,0.0,0.4649100107342121,0.31592077657695156,0.2746545859570434,15.198761542708741,1996.9586876047285,6688.457695812879,1.0
110276,PISCICULTURA PALQUI LTDA.,SALMON COHO,1461.0,2022-10-01,2023-01-31,1er Semestre 2023,122.0,21,4,206,1.0,0.0,0.0,0.0,-1.5018245359897262,0.00011471230462961592,-1.2987358828808988,7.2875606403097235,38.22302970723278,92.33481818511848,1.0
110289,SALMOCONCESIONES XI REGION S.A.,SALMON COHO,23338.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,24,4,214,1.0,0.0,0.0,0.0,-1.4910312299579978,0.0018478346032360436,-1.290101222516662,10.057881060021222,152.76779765382494,417.2645807514134,1.0
110300,SALMOCONCESIONES XI REGION S.A.,SALMON COHO,46304.0,2022-10-01,2023-03-31,1er Semestre 2023,181.0,24,4,215,1.0,0.0,0.0,0.0,-1.4797006514360491,0.0036672287939292477,-1.2810367433867509,10.743005225604369,215.18364250100424,604.4290300820585,1.0
110325,SALMOCONCESIONES XI REGION S.A.,SALMON COHO,47885.0,2022-10-01,2023-03-31,1er Semestre 2023,181.0,24,4,222,1.0,0.0,0.0,0.0,-1.4789206442670513,0.0037924775188045395,-1.2804127365285958,10.776578465104064,218.82641522448793,615.4974866894643,1.0
110341,COOKE AQUACULTURE CHILE S.A.,SALMON DEL ATLANTICO,4942565.0,2021-09-01,2023-01-31,1er Semestre 2023,517.0,11,5,227,1.0,0.0,0.0,0.0,0.9359341880856671,0.3915549244970424,0.6514746059599956,15.41339518750376,2223.1880262361974,7508.779213288896,1.0
110443,AQUACHILE SPA,SALMON COHO,2788061.0,2022-06-01,2023-01-31,1er Semestre 2023,244.0,6,4,251,1.0,0.0,0.0,0.0,-0.12701873135406366,0.22087252175275648,-0.19888925989865908,14.840857288778846,1669.748783500081,5514.941254378504,1.0
110447,AQUACHILE SPA,SALMON COHO,4519.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,6,4,252,1.0,0.0,0.0,0.0,-1.5003158314212286,0.0003569707490753103,-1.297528917054056,8.416267272826277,67.22350779303324,171.18797808067248,1.0
110498,"AQUACHILE S.A., EMPRESAS",SALMON DEL ATLANTICO,324428.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,5,5,263,1.0,0.0,0.0,0.0,-1.342484513630663,0.025700547172939812,-1.1712636355957824,12.689821993035473,569.5858144300997,1729.09794874975,1.0
110511,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3682379.0,2021-11-01,2023-02-28,1er Semestre 2023,484.0,13,5,269,1.0,0.0,0.0,0.0,0.31420483054579873,0.29172147123600844,0.15409022483981455,15.119069840229924,1918.9525788825529,6407.234838540503,1.0
110536,"AQUACHILE S.A., EMPRESAS",SALMON DEL ATLANTICO,3467533.0,2022-04-01,2023-05-31,1er Semestre 2023,425.0,5,5,275,1.0,0.0,0.0,0.0,0.20820772730071382,0.27470111225779403,0.06929238964235447,15.058954236458307,1862.1313057891487,6202.943025726363,1.0
110551,MULTI X S.A.,SALMON DEL ATLANTICO,484979.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,17,5,279,1.0,0.0,0.0,0.0,-1.263274563605521,0.03841959083356789,-1.1078955615390749,13.091862931955944,696.4043365746655,2147.8257203682297,1.0
110562,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,5385324.0,2022-02-01,2023-03-31,1er Semestre 2023,423.0,29,5,285,1.0,0.0,0.0,0.0,1.1543751710953136,0.42663082593730767,0.8262277068517611,15.499188219583408,2320.6300868514136,7864.155968680964,1.0
110635,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,4066237.0,2022-06-01,2023-06-30,1er Semestre 2023,394.0,8,5,299,1.0,0.0,0.0,0.0,0.503586229582559,0.3221311644891266,0.3055956167169109,15.218228805643303,2016.4912595892897,6759.010453416677,1.0
110637,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3526214.0,2022-01-01,2023-03-31,1er Semestre 2023,454.0,28,5,300,1.0,0.0,0.0,0.0,0.23715877137658598,0.27934989177987307,0.09245326658314999,15.075735615690771,1877.8216102707945,6259.307205277573,1.0
110641,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,2779413.0,2022-04-01,2023-06-30,1er Semestre 2023,455.0,12,5,302,1.0,0.0,0.0,0.0,-0.13128533603305928,0.22018741677317297,-0.20230254978438017,14.83775067208029,1667.1571611578795,5505.7135448842355,1.0
110643,EXPORTADORA LOS FIORDOS LTDA.,SALMON COHO,3529849.0,2022-04-01,2023-02-28,1er Semestre 2023,333.0,13,4,303,1.0,0.0,0.0,0.0,0.23895214649316196,0.2796378608595199,0.09388796925828832,15.076765935088783,1878.7892377805447,6262.784409147712,1.0
110653,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3710706.0,2021-11-01,2023-01-31,1er Semestre 2023,456.0,13,5,309,1.0,0.0,0.0,0.0,0.328180329012717,0.29396557030592774,0.16527064373352657,15.126732982465953,1926.3192881762877,6433.7554175925525,1.0
110669,EXPORTADORA LOS FIORDOS LTDA.,SALMON COHO,3497283.0,2022-03-01,2023-02-28,1er Semestre 2023,364.0,13,4,311,1.0,0.0,0.0,0.0,0.22288528155604684,0.27705794310222154,0.08103445417753054,15.067497225215789,1870.1024036132353,6231.572954736338,1.0
110684,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,7756.0,2023-02-01,2023-04-30,1er Semestre 2023,88.0,34,4,315,1.0,0.0,0.0,0.0,-1.4987188148456145,0.0006134097891899973,-1.29625130149438,8.956350940490871,88.06815542521599,229.64389176008928,1.0
110708,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,416195.0,2021-12-01,2023-03-31,1er Semestre 2023,485.0,13,5,323,1.0,0.0,0.0,0.0,-1.2972100557701873,0.03297043947884172,-1.1350440041268917,12.938911582131432,645.1317694858935,1977.7526184026303,1.0
110721,INVERMAR S.A.,SALMON DEL ATLANTICO,3681952.0,2021-09-01,2023-01-31,1er Semestre 2023,517.0,15,5,327,1.0,0.0,0.0,0.0,0.31399416447295747,0.29168764378153544,0.15392169167825084,15.11895387589195,1918.8413170452632,6406.834350088824,1.0
110735,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,3730605.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,10,5,334,1.0,0.0,0.0,0.0,0.33799776269765386,0.29554199306133155,0.17312460481539108,15.132081244911683,1931.4774137949425,6452.329663097766,1.0
110738,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,3793281.0,2022-01-01,2023-03-31,1er Semestre 2023,454.0,12,5,335,1.0,0.0,0.0,0.0,0.3689197926306707,0.30050726129680516,0.19786227327948167,15.148742165389603,1947.6347193454937,6510.536520010689,1.0
110741,CULTIVOS YADRAN S.A.,SALMON DEL ATLANTICO,8566.0,2022-05-01,2023-01-31,1er Semestre 2023,275.0,12,5,337,1.0,0.0,0.0,0.0,-1.498319190679335,0.0006775789651223101,-1.2959316015860274,9.055672891964043,92.5526876973327,242.3716561102296,1.0
110758,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,5424271.0,2021-12-01,2023-04-30,1er Semestre 2023,515.0,10,5,342,1.0,0.0,0.0,0.0,1.1735901864090097,0.4297162542027839,0.8415997467660973,15.50639425483765,2329.006440523512,7894.759895423268,1.0
110779,MOWI CHILE S.A.,SALMON DEL ATLANTICO,2325543.0,2022-05-01,2023-06-30,1er Semestre 2023,425.0,16,5,349,1.0,0.0,0.0,0.0,-0.3552080772050927,0.18423128852576706,-0.3814410650980058,14.659464548129518,1524.9731145171052,5001.208756954442,1.0
110783,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,4123054.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,8,5,350,1.0,0.0,0.0,0.0,0.5316176447128197,0.32663227568535647,0.3280207891772503,15.232104951401178,2030.530472561296,6809.753742076536,1.0
110818,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,2390921.0,2022-04-01,2023-03-31,1er Semestre 2023,364.0,8,5,357,1.0,0.0,0.0,0.0,-0.32295297999147377,0.1894106124567581,-0.3556369408902498,14.687189623574591,1546.260327370524,5076.516528713993,1.0
110823,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,3752923.0,2022-06-01,2023-06-30,1er Semestre 2023,394.0,13,5,358,1.0,0.0,0.0,0.0,0.34900864188657893,0.2973100519112789,0.18193332401861995,15.13804582744582,1937.2462414468637,6473.107595017868,1.0
110827,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,4028842.0,2021-11-01,2023-01-31,1er Semestre 2023,456.0,13,5,360,1.0,0.0,0.0,0.0,0.48513691390598157,0.3191686875335848,0.29083613761462823,15.208989795928504,2007.197548822736,6725.434386174549,1.0
110830,AUSTRALIS MAR S.A.,SALMON DEL ATLANTICO,3545345.0,2022-02-01,2023-01-31,1er Semestre 2023,364.0,8,5,361,1.0,0.0,0.0,0.0,0.24659730214830952,0.2808654726499485,0.10000410478894675,15.081146315442274,1882.908654183734,6277.589235641349,1.0
110858,SALMONES BLUMAR S.A.,SALMON DEL ATLANTICO,3907815.0,2021-12-01,2023-02-28,1er Semestre 2023,454.0,28,5,372,1.0,0.0,0.0,0.0,0.4254266497426139,0.30958078277363416,0.24306784032055245,15.178489208129518,1976.8194151211687,6615.769657032422,1.0
110863,AQUACHILE SPA,SALMON COHO,2132.0,2023-02-01,2023-06-30,1er Semestre 2023,149.0,6,4,374,1.0,0.0,0.0,0.0,-1.501493489303833,0.00016786973308712439,-1.2984710450555843,7.665284718471351,46.17358552246078,113.59725878527993,1.0
110889,SALMONES ANTARTICA S.A.,TRUCHA ARCOIRIS,372792.0,2022-04-01,2023-04-30,1er Semestre 2023,394.0,25,6,380,1.0,0.0,0.0,0.0,-1.3186234973615898,0.029532001524532867,-1.1521747882284126,12.828778584793252,610.5669496459827,1863.6866488965381,1.0
110901,SALMONES PACIFIC STAR S.A.,SALMON DEL ATLANTICO,2820362.0,2021-07-01,2023-01-31,1er Semestre 2023,579.0,32,5,385,1.0,0.0,0.0,0.0,-0.11108260765653385,0.22343144589076838,-0.18614033799779447,14.852376158034405,1679.3933428473508,5549.291363427796,1.0
110906,SALMONES ANTARTICA S.A.,TRUCHA ARCOIRIS,1684421.0,2021-12-01,2023-01-31,1er Semestre 2023,426.0,25,6,386,1.0,0.0,0.0,0.0,-0.6715140583576173,0.1334408312269075,-0.6344863053978764,14.33693303621525,1297.8524569457038,4203.036175229454,1.0
110930,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,6457151.0,2021-11-01,2023-03-31,1er Semestre 2023,515.0,10,5,391,1.0,0.0,0.0,0.0,1.6831751356274418,0.5115422522731139,1.2492684397776153,15.680698911675348,2541.092481591333,8672.417413481999,1.0
120116,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,2942942.0,2021-12-01,2023-06-30,1er Semestre 2023,576.0,10,5,411,1.0,0.0,0.0,0.0,-0.05060615049287939,0.23314238118185837,-0.13775908520042027,14.894920659036202,1715.5005100553017,5678.0263756914965,1.0
120127,NOVA AUSTRAL S.A.,SALMON DEL ATLANTICO,2911018.0,2021-12-01,2023-06-30,1er Semestre 2023,576.0,19,5,414,1.0,0.0,0.0,0.0,-0.06635627627598027,0.2306133234380767,-0.15035920850196516,14.884013749673137,1706.1705659165498,5644.741411271443,1.0
120131,AQUACHILE MAGALLANES SPA.,SALMON DEL ATLANTICO,1829192.0,2021-11-01,2023-06-30,1er Semestre 2023,606.0,3,5,415,1.0,0.0,0.0,0.0,-0.600089379127405,0.14490976427492833,-0.5773464591853731,14.419385443949182,1352.4762474808938,4394.076335546045,1.0
120139,AQUACHILE MAGALLANES SPA.,SALMON DEL ATLANTICO,1051866.0,2022-10-01,2023-03-31,1er Semestre 2023,181.0,3,5,421,1.0,0.0,0.0,0.0,-0.9835933972477744,0.08332906199003826,-0.8841502258028612,13.866077238431856,1025.6051871943707,3260.727498428204,1.0
120151,MULTIEXPORT PATAGONIA S.A.,SALMON DEL ATLANTICO,5164169.0,2022-04-01,2023-06-30,1er Semestre 2023,455.0,18,5,424,1.0,0.0,0.0,0.0,1.0452654396217618,0.4091106603776649,0.7389397645903539,15.457254950623698,2272.4808029992246,7688.404694710657,1.0
120174,AUSTRALIS MAR S.A.,TRUCHA ARCOIRIS,4447861.0,2021-08-01,2023-01-31,1er Semestre 2023,548.0,8,6,431,1.0,0.0,0.0,0.0,0.6918654553014566,0.35236387757059934,0.4562192683529455,15.307934089251408,2108.995258410981,7093.85413346791,1.0
100114,CERMAQ CHILE S.A.,SALMON COHO,3371397.0,2022-05-01,2023-01-31,1er Semestre 2023,275.0,10,4,2,1.0,0.0,0.0,0.0,0.1607777657581695,0.26708510250788187,0.0313483521245835,15.030838053102803,1836.1364328393465,6109.643175815834,1.0
100182,"AQUACHILE S.A., EMPRESAS",SALMON COHO,4055667.0,2022-05-01,2023-01-31,1er Semestre 2023,275.0,5,4,7,1.0,0.0,0.0,0.0,0.49837138089419364,0.32129379635381233,0.30142373025853064,15.21562596685954,2013.8686650325537,6749.534393849467,1.0
100367,SALMONES AYSEN S.A.,SALMON COHO,3345859.0,2022-07-01,2023-02-28,1er Semestre 2023,242.0,26,4,17,1.0,0.0,0.0,0.0,0.1481782571674907,0.2650619513783024,0.02126872711284144,15.023234318649363,1829.1689369765713,6084.653078518416,1.0
100396,SALMONES AYSEN S.A.,SALMON COHO,274869.0,2022-02-01,2023-01-31,1er Semestre 2023,364.0,26,4,19,1.0,0.0,0.0,0.0,-1.3669350988857905,0.02177442348154538,-1.1908241390007839,12.524053537605218,524.2795056074574,1581.1812409738072,1.0
100443,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,3291972.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,10,5,25,1.0,0.0,0.0,0.0,0.12159239612019221,0.26079295831229676,0.0,15.00699763904437,1814.3792326853832,6031.6318665293265,1.0
100603,FIORDO BLANCO S.A.,TRUCHA ARCOIRIS,1538272.0,2022-06-01,2023-01-31,1er Semestre 2023,244.0,14,6,36,1.0,0.0,0.0,0.0,-0.7436185920336733,0.12186273135859692,-0.6921700361458242,14.246170916546864,1240.2709381421464,4002.3280115796533,1.0
100615,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,4589594.0,2022-05-01,2023-02-28,1er Semestre 2023,303.0,34,4,37,1.0,0.0,0.0,0.0,0.761791297226536,0.36359213659827155,0.5121600425635039,15.339302342849647,2142.333774181792,7214.814914688581,1.0
100660,SALMONES CAMANCHACA S.A.,SALMON DEL ATLANTICO,4683148.0,2022-03-01,2023-04-30,1er Semestre 2023,425.0,29,5,38,1.0,0.0,0.0,0.0,0.807947395068668,0.3710035971972488,0.549084987286995,15.35948130487071,2164.0582247250186,7293.71578062097,1.0
101318,MOWI CHILE S.A.,SALMON DEL ATLANTICO,4953107.0,2021-11-01,2023-03-31,1er Semestre 2023,515.0,16,5,57,1.0,0.0,0.0,0.0,0.9411352226053216,0.3923900744386207,0.6556354410635192,15.415525816299336,2225.5576829190477,7517.407339463965,1.0
101326,PRODUCTOS DEL MAR VENTISQUEROS S.A.,SALMON DEL ATLANTICO,4321852.0,2022-08-01,2023-06-30,1er Semestre 2023,333.0,22,5,58,1.0,0.0,0.0,0.0,0.6296972558338849,0.34238129276806256,0.4064846192768783,15.27919480343908,2078.9064433013814,6984.8115899601435,1.0
101916,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,3975374.0,2022-04-01,2023-02-28,1er Semestre 2023,333.0,34,4,66,1.0,0.0,0.0,0.0,0.4587577720261784,0.3149328881524133,0.2697327861333914,15.195629641243508,1993.8339950958805,6677.1760922402655,1.0
101968,INVERMAR S.A.,SALMON COHO,2753482.0,2022-04-01,2023-01-31,1er Semestre 2023,305.0,15,4,74,1.0,0.0,0.0,0.0,-0.14407873634885895,0.21813313171008555,-0.21253728845536002,14.8283772137052,1659.3619255605452,5477.964619658147,1.0
102318,MOWI CHILE S.A.,SALMON DEL ATLANTICO,5359.0,2023-03-01,2023-05-31,1er Semestre 2023,91.0,16,5,108,1.0,0.0,0.0,0.0,-1.4999014063599014,0.0004235165611532643,-1.297197376408357,8.586719254064848,73.20519107276478,187.83507408600295,1.0
102342,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,3428147.0,2021-10-01,2023-02-28,1er Semestre 2023,515.0,10,5,111,1.0,0.0,0.0,0.0,0.18877612555615766,0.2715809058833865,0.053747080271516,15.047530731630154,1851.525587184795,6164.865058724584,1.0
102458,SALMONES AYSEN S.A.,SALMON COHO,1919065.0,2022-05-01,2023-01-31,1er Semestre 2023,275.0,26,4,114,1.0,0.0,0.0,0.0,-0.5557493511075885,0.1520296116188354,-0.5418743729342846,14.46734916731139,1385.3032159061784,4509.175208758222,1.0
102784,PRODUCTOS DEL MAR VENTISQUEROS S.A.,SALMON DEL ATLANTICO,5838046.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,22,5,121,1.0,0.0,0.0,0.0,1.3777315313502,0.46249600824154036,1.0049131166162646,15.579906881066085,2416.204875419301,8213.851977949636,1.0
102928,INVERMAR S.A.,SALMON DEL ATLANTICO,380129.0,2021-12-01,2023-04-30,1er Semestre 2023,515.0,15,5,126,1.0,0.0,0.0,0.0,-1.3150036917961652,0.030113247504551854,-1.149278938564729,12.848268578461063,616.5460242350119,1883.382834039778,1.0
102994,PRODUCTOS DEL MAR VENTISQUEROS S.A.,SALMON DEL ATLANTICO,2876484.0,2022-02-01,2023-04-30,1er Semestre 2023,453.0,22,5,131,1.0,0.0,0.0,0.0,-0.08339407992820447,0.22787749834962426,-0.1639894759526465,14.872079620601282,1696.0200470513312,5608.545081982919,1.0
103734,CERMAQ CHILE S.A.,SALMON DEL ATLANTICO,4695245.0,2022-03-01,2023-05-31,1er Semestre 2023,456.0,10,5,146,1.0,0.0,0.0,0.0,0.8139156093149458,0.3719619361123762,0.5538595672763068,15.362061065418004,2166.851402380883,7303.864782267291,1.0
103748,"TORNAGALEONES S.A., GRANJA MARINA",SALMON COHO,6511832.0,2022-07-01,2023-02-28,1er Semestre 2023,242.0,34,4,148,1.0,0.0,0.0,0.0,1.710152727030328,0.5158741469757742,1.2708505517388913,15.68913154137253,2551.8291478858846,8711.923675105725,1.0
103939,TRUSAL S.A.,SALMON DEL ATLANTICO,5244903.0,2021-12-01,2023-03-31,1er Semestre 2023,485.0,35,5,153,1.0,0.0,0.0,0.0,1.0850966216469737,0.4155065051304048,0.7708047675544851,15.472767496499177,2290.175320799698,7752.958712418553,1.0
104167,SALMONES PACIFIC STAR S.A.,SALMON DEL ATLANTICO,3816881.0,2022-04-01,2023-05-31,1er Semestre 2023,425.0,32,5,159,1.0,0.0,0.0,0.0,0.3805631634012878,0.3023768817313762,0.20717698665864653,15.154944416918882,1953.6839560174517,6532.3386327851085,1.0
110057,EXPORTADORA LOS FIORDOS LTDA.,SALMON DEL ATLANTICO,10863.0,2023-03-01,2023-05-31,1er Semestre 2023,91.0,13,5,165,1.0,0.0,0.0,0.0,-1.4971859354818728,0.0008595500726735723,-1.2950249957965383,9.293209849798478,104.22571659624126,275.721961579185,1.0
110148,SALMOCONCESIONES S.A.,SALMON COHO,42071.0,2022-10-01,2023-03-31,1er Semestre 2023,181.0,23,4,177,1.0,0.0,0.0,0.0,-1.4817890577272363,0.003331885433779272,-1.2827074714263274,10.64713771526918,205.11216443692462,573.9036356590888,1.0
